record_id,student_id,course_id,assessment_id,question_no,concept_id,concept_name,score_pct,mastery_status,timestamp
CP010902,S0455,C002,C002-QZ,2,C002-K03,Functions,69.7,passed,2026-01-05T23:11:51
CP010903,S0455,C002,C002-QZ,3,C002-K04,Data Structures,60.2,passed,2026-01-05T23:11:51
CP010904,S0455,C002,C002-QZ,4,C002-K07,Error Handling,53.2,failed,2026-01-05T23:11:51
CP010905,S0455,C002,C002-QZ,1,C002-K06,File I/O,73.4,passed,2026-01-19T23:11:51
CP010906,S0455,C002,C002-QZ,2,C002-K02,Control Flow,85.4,passed,2026-01-19T23:11:51
CP010907,S0455,C002,C002-QZ,3,C002-K05,Recursion,53.2,failed,2026-01-19T23:11:51
CP010908,S0455,C002,C002-QZ,4,C002-K04,Data Structures,100.0,passed,2026-01-19T23:11:51
CP010909,S0455,C002,C002-QZ,1,C002-K02,Control Flow,77.3,passed,2026-02-03T23:11:51
CP010910,S0455,C002,C002-QZ,2,C002-K04,Data Structures,60.1,passed,2026-02-03T23:11:51
CP010911,S0455,C002,C002-QZ,3,C002-K06,File I/O,75.4,passed,2026-02-03T23:11:51
CP010912,S0455,C002,C002-QZ,4,C002-K01,Variables & Types,80.2,passed,2026-02-03T23:11:51
CP010913,S0455,C002,C002-EX,1,C002-K06,File I/O,74.5,passed,2026-05-01T23:11:51
CP010914,S0455,C002,C002-EX,2,C002-K01,Variables & Types,77.2,passed,2026-05-01T23:11:51
CP010915,S0455,C002,C002-EX,3,C002-K03,Functions,85.1,passed,2026-05-01T23:11:51
CP010916,S0455,C002,C002-EX,4,C002-K02,Control Flow,69.7,passed,2026-05-01T23:11:51
CP010917,S0455,C002,C002-EXF,1,C002-K03,Functions,90.1,passed,2026-05-15T23:11:51
CP010918,S0455,C002,C002-EXF,2,C002-K02,Control Flow,76.6,passed,2026-05-15T23:11:51
CP010919,S0455,C002,C002-EXF,3,C002-K06,File I/O,66.1,passed,2026-05-15T23:11:51
CP010920,S0455,C002,C002-EXF,4,C002-K05,Recursion,45.1,failed,2026-05-15T23:11:51
CP010921,S0456,C006,C006-QZ,1,C006-K03,Overfitting & Regularization,66.9,passed,2025-12-21T23:11:02
CP010922,S0456,C006,C006-QZ,2,C006-K05,Model Evaluation,78.1,passed,2025-12-21T23:11:02
CP010923,S0456,C006,C006-QZ,3,C006-K01,Regression,70.6,passed,2025-12-21T23:11:02
CP010924,S0456,C006,C006-QZ,4,C006-K06,Clustering,62.1,passed,2025-12-21T23:11:02
CP010925,S0456,C006,C006-QZ,1,C006-K02,Classification,72.2,passed,2026-01-05T23:11:02
CP010926,S0456,C006,C006-QZ,2,C006-K03,Overfitting & Regularization,74.9,passed,2026-01-05T23:11:02
CP010927,S0456,C006,C006-QZ,3,C006-K04,Feature Engineering,88.7,passed,2026-01-05T23:11:02
CP010928,S0456,C006,C006-QZ,4,C006-K06,Clustering,80.1,passed,2026-01-05T23:11:02
CP010929,S0456,C006,C006-QZ,1,C006-K05,Model Evaluation,77.1,passed,2026-01-19T23:11:02
CP010930,S0456,C006,C006-QZ,2,C006-K01,Regression,70.6,passed,2026-01-19T23:11:02
CP010931,S0456,C006,C006-QZ,3,C006-K02,Classification,88.5,passed,2026-01-19T23:11:02
CP010932,S0456,C006,C006-QZ,4,C006-K03,Overfitting & Regularization,65.0,passed,2026-01-19T23:11:02
CP010933,S0456,C006,C006-QZ,1,C006-K02,Classification,90.5,passed,2026-02-03T23:11:02
CP010934,S0456,C006,C006-QZ,2,C006-K03,Overfitting & Regularization,55.1,failed,2026-02-03T23:11:02
CP010935,S0456,C006,C006-QZ,3,C006-K01,Regression,74.8,passed,2026-02-03T23:11:02
CP010936,S0456,C006,C006-QZ,4,C006-K06,Clustering,88.5,passed,2026-02-03T23:11:02
CP010937,S0456,C006,C006-EX,1,C006-K06,Clustering,61.6,passed,2026-05-01T23:11:02
CP010938,S0456,C006,C006-EX,2,C006-K01,Regression,52.8,failed,2026-05-01T23:11:02
CP010939,S0456,C006,C006-EX,3,C006-K03,Overfitting & Regularization,49.1,failed,2026-05-01T23:11:02
CP010940,S0456,C006,C006-EX,4,C006-K04,Feature Engineering,59.0,failed,2026-05-01T23:11:02
CP010941,S0456,C006,C006-EXF,1,C006-K01,Regression,74.6,passed,2026-05-15T23:11:02
CP010942,S0456,C006,C006-EXF,2,C006-K03,Overfitting & Regularization,69.7,passed,2026-05-15T23:11:02
CP010943,S0456,C006,C006-EXF,3,C006-K06,Clustering,76.9,passed,2026-05-15T23:11:02
CP010944,S0456,C006,C006-EXF,4,C006-K04,Feature Engineering,68.5,passed,2026-05-15T23:11:02
CP010945,S0457,C001,C001-QZ,1,C001-K04,GroupBy & Aggregation,71.2,passed,2025-12-21T00:07:36
CP010946,S0457,C001,C001-QZ,2,C001-K05,Joins & Merges,60.5,passed,2025-12-21T00:07:36
CP010947,S0457,C001,C001-QZ,3,C001-K02,Descriptive Statistics,70.8,passed,2025-12-21T00:07:36
CP010948,S0457,C001,C001-QZ,4,C001-K01,Spreadsheets & Tabular Data,68.8,passed,2025-12-21T00:07:36
CP010949,S0457,C001,C001-QZ,1,C001-K03,Data Cleaning,75.5,passed,2026-01-05T00:07:36
CP010950,S0457,C001,C001-QZ,2,C001-K02,Descriptive Statistics,83.6,passed,2026-01-05T00:07:36
CP010951,S0457,C001,C001-QZ,3,C001-K05,Joins & Merges,56.8,failed,2026-01-05T00:07:36
CP010952,S0457,C001,C001-QZ,4,C001-K01,Spreadsheets & Tabular Data,59.3,failed,2026-01-05T00:07:36
CP010953,S0457,C001,C001-QZ,1,C001-K06,Data Visualization Basics,57.0,failed,2026-01-19T00:07:36
CP010954,S0457,C001,C001-QZ,2,C001-K04,GroupBy & Aggregation,73.3,passed,2026-01-19T00:07:36
CP010955,S0457,C001,C001-QZ,3,C001-K02,Descriptive Statistics,56.6,failed,2026-01-19T00:07:36
CP010956,S0457,C001,C001-QZ,4,C001-K01,Spreadsheets & Tabular Data,62.1,passed,2026-01-19T00:07:36
CP010957,S0457,C001,C001-QZ,1,C001-K05,Joins & Merges,67.4,passed,2026-02-03T00:07:36
CP010958,S0457,C001,C001-QZ,2,C001-K03,Data Cleaning,61.4,passed,2026-02-03T00:07:36
CP010959,S0457,C001,C001-QZ,3,C001-K06,Data Visualization Basics,70.1,passed,2026-02-03T00:07:36
CP010960,S0457,C001,C001-QZ,4,C001-K01,Spreadsheets & Tabular Data,74.6,passed,2026-02-03T00:07:36
CP010961,S0457,C001,C001-EX,1,C001-K06,Data Visualization Basics,91.4,passed,2026-05-01T00:07:36
CP010962,S0457,C001,C001-EX,2,C001-K02,Descriptive Statistics,98.3,passed,2026-05-01T00:07:36
CP010963,S0457,C001,C001-EX,3,C001-K01,Spreadsheets & Tabular Data,94.5,passed,2026-05-01T00:07:36
CP010964,S0457,C001,C001-EX,4,C001-K04,GroupBy & Aggregation,100.0,passed,2026-05-01T00:07:36
CP010965,S0457,C001,C001-EXF,1,C001-K05,Joins & Merges,56.5,failed,2026-05-15T00:07:36
CP010966,S0457,C001,C001-EXF,2,C001-K03,Data Cleaning,63.0,passed,2026-05-15T00:07:36
CP010967,S0457,C001,C001-EXF,3,C001-K01,Spreadsheets & Tabular Data,79.5,passed,2026-05-15T00:07:36
CP010968,S0457,C001,C001-EXF,4,C001-K04,GroupBy & Aggregation,75.1,passed,2026-05-15T00:07:36
CP010969,S0458,C002,C002-QZ,1,C002-K02,Control Flow,69.3,passed,2026-01-01T14:21:45
CP010970,S0458,C002,C002-QZ,2,C002-K07,Error Handling,58.1,failed,2026-01-01T14:21:45
CP010971,S0458,C002,C002-QZ,3,C002-K05,Recursion,34.8,failed,2026-01-01T14:21:45
CP010972,S0458,C002,C002-QZ,4,C002-K04,Data Structures,76.6,passed,2026-01-01T14:21:45
CP010973,S0458,C002,C002-QZ,1,C002-K04,Data Structures,67.9,passed,2026-01-15T14:21:45
CP010974,S0458,C002,C002-QZ,2,C002-K01,Variables & Types,62.5,passed,2026-01-15T14:21:45
CP010975,S0458,C002,C002-QZ,3,C002-K05,Recursion,30.9,failed,2026-01-15T14:21:45
CP010976,S0458,C002,C002-QZ,4,C002-K06,File I/O,66.5,passed,2026-01-15T14:21:45
CP010977,S0458,C002,C002-QZ,1,C002-K03,Functions,89.4,passed,2026-01-28T14:21:45
CP010978,S0458,C002,C002-QZ,2,C002-K06,File I/O,100.0,passed,2026-01-28T14:21:45
CP010979,S0458,C002,C002-QZ,3,C002-K01,Variables & Types,100.0,passed,2026-01-28T14:21:45
CP010980,S0458,C002,C002-QZ,4,C002-K02,Control Flow,94.4,passed,2026-01-28T14:21:45
CP010981,S0458,C002,C002-QZ,1,C002-K04,Data Structures,77.7,passed,2026-02-11T14:21:45
CP010982,S0458,C002,C002-QZ,2,C002-K01,Variables & Types,82.7,passed,2026-02-11T14:21:45
CP010983,S0458,C002,C002-QZ,3,C002-K07,Error Handling,69.8,passed,2026-02-11T14:21:45
CP010984,S0458,C002,C002-QZ,4,C002-K06,File I/O,75.8,passed,2026-02-11T14:21:45
CP010985,S0458,C002,C002-EX,1,C002-K04,Data Structures,86.7,passed,2026-05-03T14:21:45
CP010986,S0458,C002,C002-EX,2,C002-K02,Control Flow,82.0,passed,2026-05-03T14:21:45
CP010987,S0458,C002,C002-EX,3,C002-K01,Variables & Types,83.7,passed,2026-05-03T14:21:45
CP010988,S0458,C002,C002-EX,4,C002-K06,File I/O,72.5,passed,2026-05-03T14:21:45
CP010989,S0458,C002,C002-EXF,1,C002-K05,Recursion,59.2,failed,2026-05-16T14:21:45
CP010990,S0458,C002,C002-EXF,2,C002-K04,Data Structures,90.0,passed,2026-05-16T14:21:45
CP010991,S0458,C002,C002-EXF,3,C002-K03,Functions,82.0,passed,2026-05-16T14:21:45
CP010992,S0458,C002,C002-EXF,4,C002-K01,Variables & Types,84.5,passed,2026-05-16T14:21:45
CP010993,S0459,C002,C002-QZ,1,C002-K05,Recursion,46.9,failed,2025-12-21T14:52:30
CP010994,S0459,C002,C002-QZ,2,C002-K04,Data Structures,69.0,passed,2025-12-21T14:52:30
CP010995,S0459,C002,C002-QZ,3,C002-K01,Variables & Types,74.5,passed,2025-12-21T14:52:30
CP010996,S0459,C002,C002-QZ,4,C002-K06,File I/O,78.3,passed,2025-12-21T14:52:30
CP010997,S0459,C002,C002-QZ,1,C002-K07,Error Handling,100.0,passed,2026-01-05T14:52:30
CP010998,S0459,C002,C002-QZ,2,C002-K06,File I/O,79.4,passed,2026-01-05T14:52:30
CP010999,S0459,C002,C002-QZ,3,C002-K02,Control Flow,86.0,passed,2026-01-05T14:52:30
CP011000,S0459,C002,C002-QZ,4,C002-K04,Data Structures,82.5,passed,2026-01-05T14:52:30
CP011001,S0459,C002,C002-QZ,1,C002-K01,Variables & Types,83.5,passed,2026-01-19T14:52:30
CP011002,S0459,C002,C002-QZ,2,C002-K03,Functions,74.3,passed,2026-01-19T14:52:30
CP011003,S0459,C002,C002-QZ,3,C002-K04,Data Structures,76.3,passed,2026-01-19T14:52:30
CP011004,S0459,C002,C002-QZ,4,C002-K06,File I/O,80.2,passed,2026-01-19T14:52:30
CP011005,S0459,C002,C002-QZ,1,C002-K04,Data Structures,82.9,passed,2026-02-03T14:52:30
CP011006,S0459,C002,C002-QZ,2,C002-K06,File I/O,75.7,passed,2026-02-03T14:52:30
CP011007,S0459,C002,C002-QZ,3,C002-K02,Control Flow,98.5,passed,2026-02-03T14:52:30
CP011008,S0459,C002,C002-QZ,4,C002-K03,Functions,92.1,passed,2026-02-03T14:52:30
CP011009,S0459,C002,C002-EX,1,C002-K05,Recursion,57.7,failed,2026-05-01T14:52:30
CP011010,S0459,C002,C002-EX,2,C002-K04,Data Structures,66.5,passed,2026-05-01T14:52:30
CP011011,S0459,C002,C002-EX,3,C002-K07,Error Handling,59.5,failed,2026-05-01T14:52:30
CP011012,S0459,C002,C002-EX,4,C002-K03,Functions,74.6,passed,2026-05-01T14:52:30
CP011013,S0459,C002,C002-EXF,1,C002-K06,File I/O,73.1,passed,2026-05-15T14:52:30
CP011014,S0459,C002,C002-EXF,2,C002-K03,Functions,61.6,passed,2026-05-15T14:52:30
CP011015,S0459,C002,C002-EXF,3,C002-K07,Error Handling,65.8,passed,2026-05-15T14:52:30
CP011016,S0459,C002,C002-EXF,4,C002-K02,Control Flow,64.6,passed,2026-05-15T14:52:30
CP011017,S0460,C002,C002-QZ,1,C002-K03,Functions,74.0,passed,2025-12-18T17:27:56
CP011018,S0460,C002,C002-QZ,2,C002-K07,Error Handling,68.2,passed,2025-12-18T17:27:56
CP011019,S0460,C002,C002-QZ,3,C002-K05,Recursion,36.8,failed,2025-12-18T17:27:56
CP011020,S0460,C002,C002-QZ,4,C002-K06,File I/O,73.8,passed,2025-12-18T17:27:56
CP011021,S0460,C002,C002-QZ,1,C002-K06,File I/O,62.0,passed,2026-01-02T17:27:56
CP011022,S0460,C002,C002-QZ,2,C002-K04,Data Structures,77.1,passed,2026-01-02T17:27:56
CP011023,S0460,C002,C002-QZ,3,C002-K01,Variables & Types,72.1,passed,2026-01-02T17:27:56
CP011024,S0460,C002,C002-QZ,4,C002-K02,Control Flow,63.5,passed,2026-01-02T17:27:56
CP011025,S0460,C002,C002-QZ,1,C002-K04,Data Structures,72.4,passed,2026-01-17T17:27:56
CP011026,S0460,C002,C002-QZ,2,C002-K01,Variables & Types,65.4,passed,2026-01-17T17:27:56
CP011027,S0460,C002,C002-QZ,3,C002-K03,Functions,98.9,passed,2026-01-17T17:27:56
CP011028,S0460,C002,C002-QZ,4,C002-K07,Error Handling,73.5,passed,2026-01-17T17:27:56
CP011029,S0460,C002,C002-QZ,1,C002-K04,Data Structures,93.3,passed,2026-02-01T17:27:56
CP011030,S0460,C002,C002-QZ,2,C002-K02,Control Flow,77.5,passed,2026-02-01T17:27:56
CP011031,S0460,C002,C002-QZ,3,C002-K06,File I/O,83.5,passed,2026-02-01T17:27:56
CP011032,S0460,C002,C002-QZ,4,C002-K01,Variables & Types,74.6,passed,2026-02-01T17:27:56
CP011033,S0460,C002,C002-EX,1,C002-K07,Error Handling,75.6,passed,2026-04-30T17:27:56
CP011034,S0460,C002,C002-EX,2,C002-K04,Data Structures,65.9,passed,2026-04-30T17:27:56
CP011035,S0460,C002,C002-EX,3,C002-K03,Functions,55.9,failed,2026-04-30T17:27:56
CP011036,S0460,C002,C002-EX,4,C002-K01,Variables & Types,69.1,passed,2026-04-30T17:27:56
CP011037,S0460,C002,C002-EXF,1,C002-K07,Error Handling,66.1,passed,2026-05-15T17:27:56
CP011038,S0460,C002,C002-EXF,2,C002-K04,Data Structures,66.6,passed,2026-05-15T17:27:56
CP011039,S0460,C002,C002-EXF,3,C002-K03,Functions,74.9,passed,2026-05-15T17:27:56
CP011040,S0460,C002,C002-EXF,4,C002-K02,Control Flow,64.1,passed,2026-05-15T17:27:56
CP011041,S0461,C002,C002-QZ,1,C002-K02,Control Flow,81.0,passed,2025-12-23T23:47:45
CP011042,S0461,C002,C002-QZ,2,C002-K01,Variables & Types,100.0,passed,2025-12-23T23:47:45
CP011043,S0461,C002,C002-QZ,3,C002-K07,Error Handling,100.0,passed,2025-12-23T23:47:45
CP011044,S0461,C002,C002-QZ,4,C002-K05,Recursion,64.0,passed,2025-12-23T23:47:45
CP011045,S0461,C002,C002-QZ,1,C002-K03,Functions,71.6,passed,2026-01-06T23:47:45
CP011046,S0461,C002,C002-QZ,2,C002-K05,Recursion,52.0,failed,2026-01-06T23:47:45
CP011047,S0461,C002,C002-QZ,3,C002-K07,Error Handling,89.9,passed,2026-01-06T23:47:45
CP011048,S0461,C002,C002-QZ,4,C002-K06,File I/O,76.8,passed,2026-01-06T23:47:45
CP011049,S0461,C002,C002-QZ,1,C002-K07,Error Handling,88.3,passed,2026-01-21T23:47:45
CP011050,S0461,C002,C002-QZ,2,C002-K05,Recursion,66.7,passed,2026-01-21T23:47:45
CP011051,S0461,C002,C002-QZ,3,C002-K04,Data Structures,97.2,passed,2026-01-21T23:47:45
CP011052,S0461,C002,C002-QZ,4,C002-K01,Variables & Types,99.2,passed,2026-01-21T23:47:45
CP011053,S0461,C002,C002-QZ,1,C002-K06,File I/O,94.5,passed,2026-02-04T23:47:45
CP011054,S0461,C002,C002-QZ,2,C002-K03,Functions,94.6,passed,2026-02-04T23:47:45
CP011055,S0461,C002,C002-QZ,3,C002-K05,Recursion,55.1,failed,2026-02-04T23:47:45
CP011056,S0461,C002,C002-QZ,4,C002-K02,Control Flow,80.3,passed,2026-02-04T23:47:45
CP011057,S0461,C002,C002-EX,1,C002-K05,Recursion,66.1,passed,2026-05-01T23:47:45
CP011058,S0461,C002,C002-EX,2,C002-K06,File I/O,97.1,passed,2026-05-01T23:47:45
CP011059,S0461,C002,C002-EX,3,C002-K02,Control Flow,95.8,passed,2026-05-01T23:47:45
CP011060,S0461,C002,C002-EX,4,C002-K03,Functions,98.1,passed,2026-05-01T23:47:45
CP011061,S0461,C002,C002-EXF,1,C002-K02,Control Flow,81.3,passed,2026-05-15T23:47:45
CP011062,S0461,C002,C002-EXF,2,C002-K07,Error Handling,78.7,passed,2026-05-15T23:47:45
CP011063,S0461,C002,C002-EXF,3,C002-K04,Data Structures,73.9,passed,2026-05-15T23:47:45
CP011064,S0461,C002,C002-EXF,4,C002-K06,File I/O,76.2,passed,2026-05-15T23:47:45
CP011065,S0462,C002,C002-QZ,1,C002-K07,Error Handling,58.1,failed,2025-12-20T13:36:19
CP011066,S0462,C002,C002-QZ,2,C002-K02,Control Flow,59.8,failed,2025-12-20T13:36:19
CP011067,S0462,C002,C002-QZ,3,C002-K05,Recursion,51.2,failed,2025-12-20T13:36:19
CP011068,S0462,C002,C002-QZ,4,C002-K06,File I/O,72.7,passed,2025-12-20T13:36:19
CP011069,S0462,C002,C002-QZ,1,C002-K03,Functions,88.4,passed,2026-01-04T13:36:19
CP011070,S0462,C002,C002-QZ,2,C002-K05,Recursion,29.0,failed,2026-01-04T13:36:19
CP011071,S0462,C002,C002-QZ,3,C002-K04,Data Structures,78.0,passed,2026-01-04T13:36:19
CP011072,S0462,C002,C002-QZ,4,C002-K06,File I/O,69.3,passed,2026-01-04T13:36:19
CP011073,S0462,C002,C002-QZ,1,C002-K07,Error Handling,82.2,passed,2026-01-18T13:36:19
CP011074,S0462,C002,C002-QZ,2,C002-K06,File I/O,66.3,passed,2026-01-18T13:36:19
CP011075,S0462,C002,C002-QZ,3,C002-K03,Functions,82.1,passed,2026-01-18T13:36:19
CP011076,S0462,C002,C002-QZ,4,C002-K02,Control Flow,84.0,passed,2026-01-18T13:36:19
CP011077,S0462,C002,C002-QZ,1,C002-K03,Functions,70.1,passed,2026-02-02T13:36:19
CP011078,S0462,C002,C002-QZ,2,C002-K04,Data Structures,57.0,failed,2026-02-02T13:36:19
CP011079,S0462,C002,C002-QZ,3,C002-K07,Error Handling,59.9,failed,2026-02-02T13:36:19
CP011080,S0462,C002,C002-QZ,4,C002-K05,Recursion,17.2,failed,2026-02-02T13:36:19
CP011081,S0462,C002,C002-EX,1,C002-K02,Control Flow,97.4,passed,2026-04-30T13:36:19
CP011082,S0462,C002,C002-EX,2,C002-K03,Functions,85.1,passed,2026-04-30T13:36:19
CP011083,S0462,C002,C002-EX,3,C002-K06,File I/O,66.3,passed,2026-04-30T13:36:19
CP011084,S0462,C002,C002-EX,4,C002-K05,Recursion,62.9,passed,2026-04-30T13:36:19
CP011085,S0462,C002,C002-EXF,1,C002-K07,Error Handling,83.2,passed,2026-05-15T13:36:19
CP011086,S0462,C002,C002-EXF,2,C002-K06,File I/O,68.9,passed,2026-05-15T13:36:19
CP011087,S0462,C002,C002-EXF,3,C002-K03,Functions,93.3,passed,2026-05-15T13:36:19
CP011088,S0462,C002,C002-EXF,4,C002-K04,Data Structures,84.8,passed,2026-05-15T13:36:19
CP011089,S0463,C002,C002-QZ,1,C002-K03,Functions,55.5,failed,2025-12-22T07:34:50
CP011090,S0463,C002,C002-QZ,2,C002-K04,Data Structures,57.6,failed,2025-12-22T07:34:50
CP011091,S0463,C002,C002-QZ,3,C002-K05,Recursion,27.5,failed,2025-12-22T07:34:50
CP011092,S0463,C002,C002-QZ,4,C002-K06,File I/O,53.6,failed,2025-12-22T07:34:50
CP011093,S0463,C002,C002-QZ,1,C002-K07,Error Handling,89.0,passed,2026-01-05T07:34:50
CP011094,S0463,C002,C002-QZ,2,C002-K04,Data Structures,93.7,passed,2026-01-05T07:34:50
CP011095,S0463,C002,C002-QZ,3,C002-K01,Variables & Types,70.2,passed,2026-01-05T07:34:50
CP011096,S0463,C002,C002-QZ,4,C002-K06,File I/O,88.6,passed,2026-01-05T07:34:50
CP011097,S0463,C002,C002-QZ,1,C002-K01,Variables & Types,74.4,passed,2026-01-20T07:34:50
CP011098,S0463,C002,C002-QZ,2,C002-K04,Data Structures,81.1,passed,2026-01-20T07:34:50
CP011099,S0463,C002,C002-QZ,3,C002-K03,Functions,71.0,passed,2026-01-20T07:34:50
CP011100,S0463,C002,C002-QZ,4,C002-K02,Control Flow,69.9,passed,2026-01-20T07:34:50
CP011101,S0463,C002,C002-QZ,1,C002-K04,Data Structures,54.1,failed,2026-02-03T07:34:50
CP011102,S0463,C002,C002-QZ,2,C002-K03,Functions,58.3,failed,2026-02-03T07:34:50
CP011103,S0463,C002,C002-QZ,3,C002-K01,Variables & Types,64.8,passed,2026-02-03T07:34:50
CP011104,S0463,C002,C002-QZ,4,C002-K02,Control Flow,63.0,passed,2026-02-03T07:34:50
CP011105,S0463,C002,C002-EX,1,C002-K02,Control Flow,79.2,passed,2026-05-01T07:34:50
CP011106,S0463,C002,C002-EX,2,C002-K06,File I/O,78.4,passed,2026-05-01T07:34:50
CP011107,S0463,C002,C002-EX,3,C002-K03,Functions,59.7,failed,2026-05-01T07:34:50
CP011108,S0463,C002,C002-EX,4,C002-K05,Recursion,49.0,failed,2026-05-01T07:34:50
CP011109,S0463,C002,C002-EXF,1,C002-K07,Error Handling,67.1,passed,2026-05-15T07:34:50
CP011110,S0463,C002,C002-EXF,2,C002-K03,Functions,75.2,passed,2026-05-15T07:34:50
CP011111,S0463,C002,C002-EXF,3,C002-K01,Variables & Types,71.8,passed,2026-05-15T07:34:50
CP011112,S0463,C002,C002-EXF,4,C002-K06,File I/O,62.3,passed,2026-05-15T07:34:50
CP011113,S0464,C006,C006-QZ,1,C006-K04,Feature Engineering,91.1,passed,2025-12-25T13:18:11
CP011114,S0464,C006,C006-QZ,2,C006-K06,Clustering,98.1,passed,2025-12-25T13:18:11
CP011115,S0464,C006,C006-QZ,3,C006-K03,Overfitting & Regularization,76.7,passed,2025-12-25T13:18:11
CP011116,S0464,C006,C006-QZ,4,C006-K05,Model Evaluation,98.2,passed,2025-12-25T13:18:11
CP011117,S0464,C006,C006-QZ,1,C006-K05,Model Evaluation,100.0,passed,2026-01-08T13:18:11
CP011118,S0464,C006,C006-QZ,2,C006-K02,Classification,88.1,passed,2026-01-08T13:18:11
CP011119,S0464,C006,C006-QZ,3,C006-K06,Clustering,100.0,passed,2026-01-08T13:18:11
CP011120,S0464,C006,C006-QZ,4,C006-K03,Overfitting & Regularization,76.9,passed,2026-01-08T13:18:11
CP011121,S0464,C006,C006-QZ,1,C006-K05,Model Evaluation,75.2,passed,2026-01-22T13:18:11
CP011122,S0464,C006,C006-QZ,2,C006-K04,Feature Engineering,72.3,passed,2026-01-22T13:18:11
CP011123,S0464,C006,C006-QZ,3,C006-K03,Overfitting & Regularization,54.0,failed,2026-01-22T13:18:11
CP011124,S0464,C006,C006-QZ,4,C006-K01,Regression,74.1,passed,2026-01-22T13:18:11
CP011125,S0464,C006,C006-QZ,1,C006-K01,Regression,94.0,passed,2026-02-05T13:18:11
CP011126,S0464,C006,C006-QZ,2,C006-K02,Classification,100.0,passed,2026-02-05T13:18:11
CP011127,S0464,C006,C006-QZ,3,C006-K05,Model Evaluation,90.3,passed,2026-02-05T13:18:11
CP011128,S0464,C006,C006-QZ,4,C006-K04,Feature Engineering,94.7,passed,2026-02-05T13:18:11
CP011129,S0464,C006,C006-EX,1,C006-K06,Clustering,75.7,passed,2026-05-01T13:18:11
CP011130,S0464,C006,C006-EX,2,C006-K04,Feature Engineering,76.5,passed,2026-05-01T13:18:11
CP011131,S0464,C006,C006-EX,3,C006-K05,Model Evaluation,78.4,passed,2026-05-01T13:18:11
CP011132,S0464,C006,C006-EX,4,C006-K01,Regression,78.5,passed,2026-05-01T13:18:11
CP011133,S0464,C006,C006-EXF,1,C006-K06,Clustering,90.6,passed,2026-05-15T13:18:11
CP011134,S0464,C006,C006-EXF,2,C006-K04,Feature Engineering,100.0,passed,2026-05-15T13:18:11
CP011135,S0464,C006,C006-EXF,3,C006-K05,Model Evaluation,100.0,passed,2026-05-15T13:18:11
CP011136,S0464,C006,C006-EXF,4,C006-K01,Regression,100.0,passed,2026-05-15T13:18:11
CP011137,S0465,C005,C005-QZ,1,C005-K03,Paid Ads,65.7,passed,2025-12-26T17:45:44
CP011138,S0465,C005,C005-QZ,2,C005-K04,Funnel Analytics,34.9,failed,2025-12-26T17:45:44
CP011139,S0465,C005,C005-QZ,3,C005-K02,Content Strategy,46.9,failed,2025-12-26T17:45:44
CP011140,S0465,C005,C005-QZ,4,C005-K01,SEO Basics,61.8,passed,2025-12-26T17:45:44
CP011141,S0465,C005,C005-QZ,1,C005-K01,SEO Basics,67.7,passed,2026-01-09T17:45:44
CP011142,S0465,C005,C005-QZ,2,C005-K04,Funnel Analytics,42.8,failed,2026-01-09T17:45:44
CP011143,S0465,C005,C005-QZ,3,C005-K02,Content Strategy,46.0,failed,2026-01-09T17:45:44
CP011144,S0465,C005,C005-QZ,4,C005-K03,Paid Ads,50.6,failed,2026-01-09T17:45:44
CP011145,S0465,C005,C005-QZ,1,C005-K03,Paid Ads,60.2,passed,2026-01-23T17:45:44
CP011146,S0465,C005,C005-QZ,2,C005-K02,Content Strategy,58.1,failed,2026-01-23T17:45:44
CP011147,S0465,C005,C005-QZ,3,C005-K04,Funnel Analytics,73.4,passed,2026-01-23T17:45:44
CP011148,S0465,C005,C005-QZ,4,C005-K01,SEO Basics,74.1,passed,2026-01-23T17:45:44
CP011149,S0465,C005,C005-QZ,1,C005-K04,Funnel Analytics,40.8,failed,2026-02-06T17:45:44
CP011150,S0465,C005,C005-QZ,2,C005-K01,SEO Basics,37.2,failed,2026-02-06T17:45:44
CP011151,S0465,C005,C005-QZ,3,C005-K03,Paid Ads,56.4,failed,2026-02-06T17:45:44
CP011152,S0465,C005,C005-QZ,4,C005-K02,Content Strategy,59.7,failed,2026-02-06T17:45:44
CP011153,S0465,C005,C005-EX,1,C005-K04,Funnel Analytics,45.0,failed,2026-05-01T17:45:44
CP011154,S0465,C005,C005-EX,2,C005-K01,SEO Basics,46.4,failed,2026-05-01T17:45:44
CP011155,S0465,C005,C005-EX,3,C005-K03,Paid Ads,60.7,passed,2026-05-01T17:45:44
CP011156,S0465,C005,C005-EX,4,C005-K02,Content Strategy,57.7,failed,2026-05-01T17:45:44
CP011157,S0465,C005,C005-EXF,1,C005-K02,Content Strategy,60.7,passed,2026-05-15T17:45:44
CP011158,S0465,C005,C005-EXF,2,C005-K03,Paid Ads,69.9,passed,2026-05-15T17:45:44
CP011159,S0465,C005,C005-EXF,3,C005-K01,SEO Basics,60.3,passed,2026-05-15T17:45:44
CP011160,S0465,C005,C005-EXF,4,C005-K04,Funnel Analytics,72.5,passed,2026-05-15T17:45:44
CP011161,S0466,C002,C002-QZ,1,C002-K02,Control Flow,73.3,passed,2025-12-30T06:35:39
CP011162,S0466,C002,C002-QZ,2,C002-K03,Functions,76.7,passed,2025-12-30T06:35:39
